uid,iid,rating
1008,39,4.0
39,39,3.0
819,40,4.0
2173,40,4.0
1256,40,5.0
1062,40,5.0
2710,40,5.0
469,40,4.0
261,40,3.0
2431,40,5.0
1297,40,5.0
3101,40,5.0
3144,40,5.0
1596,41,5.0
779,41,5.0
2539,41,5.0
3131,41,3.0
261,41,4.0
2220,41,3.0
1705,41,5.0
1740,42,5.0
229,42,4.0
280,42,3.0
2456,42,5.0
2180,42,5.0
2272,42,5.0
312,42,4.0
1195,42,5.0
3103,42,4.0
188,42,5.0
21,42,5.0
1309,42,5.0
653,42,5.0
2648,42,5.0
2125,42,5.0
2767,42,5.0
3025,42,4.0
2062,42,5.0
2080,42,5.0
2903,42,5.0
331,43,5.0
86,44,4.0
2180,44,3.0
312,44,4.0
2037,44,5.0
917,44,3.0
21,44,3.0
1309,44,5.0
653,44,5.0
2648,44,5.0
1374,44,5.0
2767,44,5.0
2062,44,4.0
86,45,1.0
1832,45,5.0
2180,45,2.0
21,45,2.0
1374,45,5.0
2080,45,1.0
1697,46,5.0
981,47,5.0
3086,47,4.0
923,47,4.0
1218,47,5.0
787,47,4.0
2716,47,5.0
1297,47,4.0
226,47,5.0
2502,47,4.0
2116,47,5.0
2598,47,5.0
2153,47,5.0
1596,48,5.0
2526,48,1.0
1086,48,3.0
318,49,5.0
929,49,5.0
3124,49,5.0
923,49,4.0
356,49,5.0
2019,49,5.0
841,49,5.0
3236,49,4.0
754,49,4.0
766,49,4.0
2459,49,5.0
2334,49,4.0
26,50,4.0
515,50,5.0
825,50,5.0
1086,50,4.0
3316,50,1.0
2042,50,5.0
2552,50,5.0
2116,50,4.0
493,50,5.0
2115,51,1.0
509,51,3.0
38,51,3.0
1086,51,1.0
3236,51,3.0
2116,51,3.0
1529,51,5.0
981,52,5.0
1637,52,5.0
2598,52,5.0
2311,53,5.0
1979,53,3.0
842,53,5.0
210,53,5.0
1008,54,5.0
1254,54,4.0
950,54,5.0
3195,54,5.0
981,55,1.0
3086,55,3.0
1254,55,4.0
1302,55,5.0
419,55,5.0
2264,55,3.0
23,56,5.0
2362,57,2.0
1773,57,5.0
137,57,4.0
3050,57,4.0
330,57,4.0
3086,57,4.0
1564,57,4.0
2678,57,2.0
1807,57,5.0
1254,57,4.0
779,57,5.0
1435,57,5.0
1789,57,4.0
2370,57,5.0
1336,57,5.0
1292,57,5.0
1175,57,5.0
1402,57,1.0
2851,57,4.0
2773,57,5.0
2240,57,4.0
888,57,5.0
1778,57,5.0
1609,57,5.0
2598,57,5.0
468,58,5.0
1746,58,5.0
2678,58,2.0
1460,58,3.0
1103,58,5.0
2309,58,3.0
1780,58,4.0
3188,58,2.0
1778,58,5.0
1309,58,5.0
2361,58,5.0
797,58,5.0
1509,59,5.0
226,59,5.0
2598,59,4.0
639,60,5.0
2502,60,4.0
388,60,5.0
2630,61,5.0
3120,61,5.0
2537,61,5.0
3120,62,5.0
1089,62,5.0
2298,63,4.0
1618,63,5.0
3053,63,5.0
2363,64,5.0
430,64,4.0
1528,64,5.0
221,64,5.0
2598,64,4.0
895,64,2.0
289,64,5.0
127,65,4.0
893,65,2.0
1034,65,1.0
239,66,5.0
316,66,5.0
3257,66,4.0
3090,66,5.0
2334,66,2.0
1242,67,5.0
771,67,4.0
188,67,4.0
1109,67,2.0
206,68,4.0
2214,68,5.0
1509,68,5.0
1109,68,4.0
1944,68,2.0
2153,68,4.0
1871,69,5.0
3219,70,5.0
1435,70,5.0
893,71,4.0
1169,72,5.0
3103,72,5.0
1637,72,4.0
2214,73,3.0
1609,73,5.0
3110,73,5.0
1671,74,4.0
1187,74,5.0
2311,75,4.0
2804,75,2.0
681,75,2.0
893,75,4.0
2254,76,4.0
1552,76,2.0
556,76,4.0
1830,76,4.0
624,76,5.0
233,77,4.0
3288,77,5.0
2032,77,4.0
331,77,5.0
1895,77,3.0
1269,77,5.0
893,77,5.0
2286,77,2.0
1625,78,5.0
97,78,5.0
1175,78,5.0
2706,78,5.0
2775,78,2.0
770,78,5.0
1661,79,5.0
560,79,5.0
2787,80,5.0
2598,80,5.0
2116,81,5.0
2194,82,4.0
670,82,5.0
503,82,3.0
534,82,5.0
2996,82,3.0
1799,82,5.0
1528,82,5.0
108,82,5.0
1143,82,5.0
2598,82,5.0
1961,82,5.0
1924,82,5.0
1847,83,5.0
1464,83,3.0
2621,83,5.0
2261,83,5.0
3231,83,4.0
3333,83,4.0
468,84,5.0
3210,84,5.0
4,84,5.0
2933,84,5.0
2839,84,4.0
2141,84,5.0
73,84,5.0
2844,84,5.0
1063,84,5.0
2564,84,5.0
3021,84,5.0
701,84,5.0
1754,84,5.0
2181,84,5.0
2163,84,5.0
1178,84,5.0
2753,84,5.0
2770,85,4.0
866,85,5.0
893,85,5.0
2837,85,5.0
4,86,3.0
2803,86,3.0
2435,86,4.0
2502,86,5.0
127,87,5.0
2311,87,5.0
1625,87,5.0
2706,87,5.0
893,87,5.0
1475,87,4.0
2502,87,5.0
468,88,5.0
1847,88,5.0
1175,88,5.0
2264,88,5.0
770,88,5.0
2502,88,5.0
2598,88,5.0
227,89,3.0
664,89,4.0
223,89,2.0
1727,89,4.0
1034,89,4.0
297,90,5.0
127,90,4.0
3015,90,5.0
3348,90,5.0
2598,90,4.0
3241,91,5.0
2264,91,3.0
1972,91,5.0
3333,91,5.0
3271,92,3.0
2242,92,5.0
2804,92,4.0
2059,92,4.0
1925,92,5.0
277,92,2.0
1895,92,5.0
2169,92,5.0
2680,92,5.0
698,92,5.0
2336,92,1.0
2704,92,5.0
967,92,5.0
2264,92,4.0
2332,92,3.0
2598,92,5.0
1978,92,2.0
1924,92,5.0
48,93,4.0
1789,93,5.0
1467,93,5.0
3231,93,3.0
1799,93,5.0
291,93,5.0
2171,94,5.0
1760,94,5.0
2292,94,5.0
222,94,5.0
929,94,5.0
2933,94,5.0
2887,94,5.0
98,94,5.0
1522,94,5.0
3004,94,5.0
1789,94,5.0
1979,94,5.0
698,94,5.0
2502,94,5.0
2598,94,5.0
1924,94,5.0
822,95,5.0
2933,95,4.0
98,95,5.0
3333,95,5.0
1007,96,5.0
1697,96,5.0
2235,96,5.0
288,96,5.0
1972,96,5.0
1618,96,5.0
1686,96,2.0
127,97,5.0
2292,97,4.0
1008,97,5.0
97,97,5.0
1789,97,5.0
3103,97,5.0
2502,97,4.0
122,98,4.0
468,98,5.0
2311,99,4.0
1788,99,5.0
2621,99,5.0
2460,99,4.0
127,100,5.0
590,100,5.0
1606,100,5.0
639,100,5.0
496,100,2.0
362,100,5.0
2264,100,3.0
1961,101,1.0
2753,101,5.0
291,101,4.0
2824,102,5.0
1970,102,5.0
2318,102,5.0
1077,102,3.0
2640,103,3.0
496,103,2.0
1787,103,5.0
1799,103,2.0
2598,103,5.0
2196,104,4.0
1799,104,5.0
1847,105,5.0
546,105,5.0
1175,105,5.0
3053,105,5.0
2237,106,3.0
2434,107,5.0
1175,107,3.0
1618,107,5.0
316,108,5.0
3017,108,5.0
1466,108,5.0
642,108,5.0
860,108,5.0
2598,108,5.0
2927,108,5.0
292,109,5.0
546,109,5.0
2727,109,5.0
3364,109,5.0
2623,109,4.0
2292,110,5.0
67,110,5.0
2202,110,5.0
1444,110,5.0
2286,110,5.0
2911,111,5.0
77,111,5.0
1789,111,5.0
2933,112,5.0
546,112,4.0
2200,112,5.0
242,112,5.0
1435,112,5.0
3004,112,5.0
1789,112,1.0
1856,112,3.0
1618,112,5.0
3320,112,5.0
329,113,5.0
2534,113,5.0
3320,113,5.0
2957,113,5.0
2286,113,5.0
753,114,5.0
2837,114,5.0
2032,115,5.0
352,115,5.0
280,115,4.0
883,115,2.0
77,115,5.0
2944,115,5.0
2328,115,3.0
3075,115,5.0
754,115,4.0
3086,116,5.0
1145,116,3.0
2867,116,4.0
893,116,5.0
2598,116,4.0
3130,117,5.0
3086,117,5.0
1671,117,4.0
972,117,5.0
388,117,5.0
1884,117,2.0
1742,118,4.0
1175,118,1.0
2180,119,5.0
410,119,3.0
227,120,5.0
1895,120,5.0
3103,120,5.0
2555,121,5.0
3137,121,5.0
1972,121,4.0
2194,122,5.0
1671,122,5.0
3103,122,5.0
2194,123,5.0
127,123,5.0
2298,123,4.0
2363,124,5.0
2292,124,3.0
3103,124,5.0
893,124,5.0
3063,124,2.0
1359,125,5.0
3239,125,5.0
227,126,5.0
31,126,4.0
2640,126,4.0
331,126,5.0
3103,126,5.0
893,126,5.0
173,127,5.0
1595,127,5.0
3230,127,4.0
77,127,2.0
1715,127,4.0
681,127,5.0
497,127,5.0
1208,127,5.0
1037,127,4.0
3358,127,5.0
2555,127,5.0
2337,127,5.0
993,127,3.0
2680,127,4.0
1939,127,5.0
3047,127,5.0
1695,127,5.0
2577,127,5.0
3063,127,3.0
2903,127,5.0
3053,127,5.0
468,128,4.0
918,128,4.0
1742,128,3.0
362,128,3.0
1618,128,4.0
127,129,5.0
3237,129,3.0
1830,129,3.0
2819,129,5.0
893,129,5.0
2254,130,5.0
2913,130,1.0
3103,130,4.0
1175,130,4.0
2779,131,4.0
87,131,2.0
1689,131,1.0
2074,132,5.0
1251,133,5.0
1689,133,2.0
692,134,2.0
2779,134,4.0
87,134,1.0
874,134,5.0
1744,134,3.0
468,135,5.0
2418,135,2.0
2804,135,3.0
1661,135,4.0
2750,135,5.0
1677,135,4.0
3103,135,3.0
462,135,5.0
698,135,5.0
2581,135,5.0
1001,135,5.0
2598,135,4.0
1924,135,4.0
1896,136,3.0
2750,136,5.0
1671,136,5.0
870,136,5.0
3244,136,4.0
698,136,5.0
2575,136,5.0
1689,136,3.0
1683,136,4.0
23,136,5.0
2598,136,4.0
2943,137,4.0
2911,137,1.0
3103,137,3.0
857,138,5.0
1646,138,4.0
2428,139,5.0
2062,139,5.0
883,140,5.0
2680,140,5.0
2332,140,4.0
2664,140,4.0
849,141,5.0
1918,141,5.0
2332,141,4.0
116,142,5.0
283,142,5.0
472,142,5.0
2337,142,2.0
771,142,5.0
980,142,5.0
116,143,5.0
3356,143,5.0
1439,143,5.0
2033,144,5.0
840,144,4.0
3356,144,5.0
2337,144,2.0
980,144,5.0
2839,145,5.0
2169,145,5.0
2706,145,5.0
127,146,5.0
1175,146,4.0
2847,146,5.0
2197,146,4.0
847,146,5.0
1014,146,5.0
2649,146,5.0
2598,146,5.0
388,146,5.0
1690,147,5.0
2216,147,5.0
127,147,5.0
116,147,5.0
280,147,5.0
2872,147,5.0
2656,147,5.0
1097,147,5.0
1204,147,4.0
754,147,4.0
2753,147,5.0
388,147,5.0
3353,148,5.0
1022,148,5.0
1429,148,5.0
1931,148,5.0
388,148,5.0
2662,148,5.0
2140,149,4.0
1429,149,5.0
239,150,5.0
3270,150,4.0
116,150,5.0
1303,150,4.0
2839,150,4.0
354,150,5.0
1175,150,4.0
1820,150,4.0
893,150,5.0
851,150,4.0
388,150,5.0
239,151,5.0
116,151,5.0
1159,151,5.0
2378,151,5.0
2830,151,5.0
3239,151,5.0
1175,151,4.0
403,151,5.0
1931,151,5.0
388,151,5.0
97,152,2.0
3038,152,5.0
127,153,5.0
97,153,2.0
1836,153,5.0
127,154,5.0
809,154,3.0
1836,154,5.0
2749,155,5.0
1607,155,5.0
1765,155,5.0
2298,156,3.0
3103,156,5.0
1610,156,5.0
1906,156,3.0
2903,156,3.0
1691,157,3.0
127,157,5.0
456,157,5.0
1817,157,3.0
2829,157,5.0
2445,157,4.0
3063,157,4.0
468,158,4.0
94,158,5.0
630,158,5.0
119,158,5.0
1175,158,4.0
893,158,5.0
1884,158,5.0
3155,159,5.0
497,159,5.0
1392,159,5.0
2840,160,5.0
112,160,5.0
2780,160,1.0
92,160,5.0
2989,160,3.0
1675,160,1.0
893,160,5.0
2502,160,3.0
291,160,5.0
1884,160,4.0
2545,161,5.0
1618,161,2.0
1214,161,5.0
3130,162,5.0
3248,162,4.0
2570,162,5.0
779,162,4.0
249,162,4.0
3103,162,4.0
3021,162,5.0
893,162,5.0
2804,163,5.0
1232,163,5.0
112,163,5.0
3017,163,5.0
1269,163,5.0
3362,163,5.0
1944,163,5.0
237,163,5.0
2254,164,4.0
468,164,5.0
518,164,5.0
1269,164,4.0
893,164,4.0
1178,164,5.0
3053,164,5.0
122,165,5.0
127,165,5.0
962,165,5.0
2409,165,4.0
748,165,5.0
2261,165,5.0
497,166,4.0
3103,166,1.0
1028,166,1.0
893,166,4.0
468,167,5.0
1925,167,3.0
3103,167,5.0
2502,167,5.0
468,168,5.0
2250,168,3.0
497,168,4.0
1301,168,5.0
388,168,4.0
639,169,2.0
3153,169,1.0
388,169,4.0
468,170,5.0
1740,170,5.0
1871,170,5.0
127,170,5.0
1788,170,4.0
2371,170,5.0
129,170,5.0
2804,170,5.0
681,170,5.0
546,170,5.0
748,170,5.0
1663,170,5.0
534,170,5.0
1269,170,5.0
1522,170,5.0
2142,170,5.0
2527,170,5.0
1466,170,3.0
2704,170,5.0
3066,170,5.0
3047,170,5.0
1309,170,5.0
410,170,5.0
1835,170,5.0
1109,170,5.0
2598,170,5.0
2254,171,5.0
2227,171,4.0
2445,171,5.0
1294,171,5.0
2619,171,5.0
1365,171,5.0
2775,171,2.0
893,171,5.0
1944,171,5.0
1463,172,5.0
468,173,5.0
1270,173,2.0
127,173,5.0
748,173,5.0
1269,173,4.0
2579,173,5.0
2924,173,4.0
3047,173,5.0
1625,174,5.0
1466,174,5.0
2619,174,5.0
1961,174,3.0
3353,175,5.0
2227,175,5.0
2318,175,4.0
2804,175,5.0
2997,175,5.0
2183,175,5.0
142,175,4.0
356,175,5.0
2704,175,5.0
2134,175,5.0
1309,175,5.0
1689,175,5.0
2649,175,4.0
3333,175,5.0
468,176,5.0
127,176,5.0
1269,176,4.0
2527,176,5.0
1466,176,5.0
1309,176,5.0
329,177,5.0
239,177,1.0
2744,177,4.0
1952,177,5.0
739,177,3.0
757,177,3.0
1795,177,5.0
2379,177,3.0
783,177,3.0
1084,178,5.0
2983,178,5.0
894,178,5.0
3358,178,5.0
158,178,3.0
119,179,5.0
1625,179,5.0
771,179,5.0
1175,179,5.0
1421,179,5.0
2240,179,5.0
284,179,5.0
1918,179,5.0
893,179,5.0
468,180,5.0
2363,180,1.0
127,180,5.0
456,180,5.0
991,180,4.0
1795,180,5.0
2329,180,5.0
1646,180,3.0
2415,181,3.0
1740,182,5.0
456,182,4.0
119,182,5.0
2548,182,3.0
1187,182,5.0
967,182,5.0
2343,182,4.0
1098,182,4.0
2254,183,4.0
456,183,1.0
1742,183,2.0
119,183,2.0
239,184,4.0
1342,184,5.0
1359,184,4.0
2744,184,3.0
771,184,4.0
273,184,4.0
1795,184,4.0
1309,184,1.0
96,184,4.0
468,185,5.0
1165,185,5.0
352,185,5.0
771,185,5.0
2677,185,5.0
1795,185,5.0
1309,185,3.0
50,185,5.0
329,186,5.0
468,186,5.0
1871,186,4.0
2298,186,4.0
1488,186,4.0
1464,186,3.0
3272,186,5.0
2041,186,3.0
189,186,5.0
883,186,3.0
1016,186,4.0
1208,186,5.0
779,186,5.0
2744,186,1.0
3059,186,5.0
142,186,4.0
2142,186,2.0
3358,186,5.0
2037,186,3.0
932,186,4.0
2677,186,5.0
594,186,3.0
1627,186,5.0
587,186,5.0
2847,186,3.0
1309,186,3.0
834,186,5.0
1429,186,4.0
710,186,5.0
160,186,5.0
50,186,5.0
1871,187,3.0
48,187,5.0
1795,187,2.0
3333,187,3.0
630,188,5.0
1165,188,4.0
3063,188,2.0
468,189,5.0
2298,189,4.0
1795,189,5.0
1248,189,4.0
2677,190,5.0
1795,190,5.0
1309,190,5.0
1066,190,4.0
1748,190,5.0
2804,191,4.0
2867,191,5.0
496,191,5.0
556,191,5.0
127,192,5.0
3072,192,5.0
698,192,5.0
127,193,5.0
1802,193,5.0
2240,193,5.0
2519,193,5.0
1939,193,5.0
2470,193,5.0
2332,193,5.0
1609,193,5.0
858,193,5.0
3053,193,5.0
3039,194,5.0
969,194,5.0
127,194,5.0
480,194,4.0
2311,194,5.0
2292,194,5.0
391,194,5.0
1802,194,5.0
2744,194,5.0
1392,194,5.0
2839,194,4.0
2527,194,5.0
2780,194,5.0
2938,194,5.0
299,194,5.0
802,194,5.0
2523,194,5.0
90,194,5.0
2145,194,5.0
403,194,5.0
210,194,5.0
3224,194,5.0
1219,194,5.0
858,194,5.0
3053,194,5.0
480,195,4.0
48,195,5.0
1392,195,4.0
2656,195,5.0
947,195,5.0
2240,195,4.0
2217,195,5.0
1460,196,4.0
2902,196,5.0
2468,196,5.0
170,196,5.0
709,196,3.0
826,196,5.0
1309,196,5.0
2217,196,2.0
3288,197,5.0
2363,197,5.0
2640,197,5.0
2804,197,5.0
1742,197,5.0
1483,197,4.0
1242,197,5.0
534,197,5.0
1269,197,5.0
3157,197,3.0
771,197,5.0
3153,197,5.0
893,197,5.0
783,197,5.0
3053,197,5.0
456,198,5.0
3017,198,5.0
1269,198,2.0
556,198,5.0
3333,198,5.0
1292,199,5.0
1609,199,5.0
1036,199,4.0
3086,200,4.0
1077,200,3.0
3090,200,3.0
388,200,5.0
1145,201,3.0
3102,201,4.0
639,201,4.0
1609,201,4.0
1978,201,1.0
468,202,3.0
127,202,5.0
1742,202,2.0
1369,202,2.0
569,202,1.0
874,202,2.0
3090,202,2.0
3026,203,5.0
2033,203,5.0
2171,203,5.0
3272,203,5.0
3073,203,5.0
3020,203,5.0
1471,203,4.0
911,203,3.0
2337,203,4.0
3137,203,5.0
1175,203,4.0
3038,203,5.0
1799,203,4.0
1014,203,5.0
3214,203,5.0
3116,203,3.0
2286,203,5.0
2689,203,1.0
2361,203,4.0
239,204,4.0
759,204,5.0
1007,204,5.0
127,204,5.0
2317,204,3.0
1602,204,5.0
3223,204,5.0
2934,204,5.0
2115,204,5.0
73,204,5.0
2621,204,5.0
301,204,3.0
618,204,5.0
419,204,5.0
698,204,5.0
662,204,5.0
1972,204,5.0
1679,204,5.0
2598,204,5.0
3031,204,4.0
493,204,5.0
818,205,5.0
702,205,4.0
2487,206,3.0
456,207,5.0
2449,207,5.0
547,207,4.0
493,207,5.0
239,208,3.0
419,208,4.0
2598,208,4.0
3266,209,4.0
1504,209,4.0
2812,209,5.0
318,210,4.0
519,210,5.0
2179,210,5.0
2180,210,4.0
411,210,5.0
2713,210,5.0
2712,210,4.0
2757,210,5.0
759,211,3.0
518,211,5.0
2722,211,5.0
558,211,4.0
3365,211,5.0
2612,211,2.0
1671,211,4.0
2196,211,4.0
2727,211,5.0
2706,211,5.0
2279,211,4.0
2361,211,4.0
468,212,5.0
127,212,5.0
2226,212,4.0
893,212,5.0
468,213,5.0
1334,213,5.0
2013,213,5.0
2226,213,5.0
627,213,5.0
3021,213,5.0
1705,213,5.0
1748,213,5.0
742,213,5.0
3122,214,2.0
1924,214,4.0
3053,214,5.0
1295,215,4.0
1564,215,4.0
1269,215,4.0
876,215,3.0
561,215,4.0
2568,215,1.0
2478,215,3.0
447,216,4.0
127,216,5.0
3181,216,5.0
2514,216,5.0
1978,216,5.0
127,217,5.0
534,217,5.0
2514,217,5.0
1508,217,5.0
1218,218,5.0
2197,218,2.0
1618,218,5.0
1654,219,5.0
826,219,5.0
2502,219,5.0
890,220,4.0
513,220,5.0
1259,220,4.0
1103,220,5.0
196,220,5.0
1387,220,5.0
3333,220,5.0
1789,221,1.0
2502,221,4.0
2311,222,5.0
1841,222,5.0
569,222,5.0
1366,222,5.0
1787,222,5.0
2062,222,5.0
1034,222,5.0
3112,223,5.0
468,224,5.0
1007,224,5.0
98,224,5.0
1841,224,5.0
1402,224,5.0
2240,224,5.0
2236,224,5.0
2494,224,5.0
226,224,5.0
1637,224,3.0
2598,224,5.0
522,224,5.0
1018,225,5.0
2494,225,5.0
3099,225,5.0
2598,225,5.0
399,226,5.0
698,226,5.0
3289,226,5.0
2695,227,5.0
553,227,4.0
2156,227,5.0
2070,228,5.0
786,228,3.0
870,228,5.0
1202,228,2.0
2732,228,3.0
2668,228,4.0
2460,228,4.0
1609,228,5.0
3347,228,5.0
1201,229,5.0
2706,229,5.0
2799,229,5.0
1007,230,5.0
2933,230,5.0
338,230,4.0
3002,230,5.0
1661,231,5.0
3066,231,5.0
2714,231,5.0
127,232,5.0
582,232,4.0
960,232,5.0
560,232,5.0
2902,232,5.0
991,232,2.0
809,232,5.0
1278,232,5.0
2037,232,5.0
2337,232,5.0
1175,232,4.0
849,232,2.0
1695,232,2.0
1609,232,5.0
2062,232,4.0
291,232,5.0
2037,233,5.0
1695,233,1.0
2062,233,3.0
127,234,5.0
2445,234,5.0
1175,234,5.0
893,235,5.0
388,235,5.0
2254,236,5.0
1742,236,5.0
388,236,5.0
127,237,5.0
2445,237,5.0
893,237,5.0
3103,238,5.0
1695,238,3.0
2591,238,5.0
2164,239,4.0
280,239,5.0
1715,239,4.0
2612,239,5.0
1839,239,4.0
546,239,5.0
2744,239,5.0
3168,239,5.0
1607,239,5.0
1627,239,5.0
849,239,4.0
2523,239,5.0
3116,239,4.0
2884,239,5.0
2591,239,5.0
202,240,5.0
2749,240,2.0
2071,240,5.0
280,240,5.0
461,240,4.0
2867,240,5.0
2128,240,4.0
2656,240,3.0
1521,240,5.0
1744,240,5.0
254,241,2.0
1175,241,5.0
893,241,2.0
3053,241,4.0
468,242,5.0
2298,242,4.0
2640,242,5.0
857,242,5.0
2180,242,5.0
748,242,5.0
2202,242,5.0
2200,242,4.0
698,242,5.0
2379,242,5.0
2264,242,3.0
1708,242,5.0
893,242,4.0
903,242,5.0
2773,243,5.0
1939,243,5.0
893,243,3.0
2254,244,5.0
2200,244,5.0
2434,244,5.0
3066,244,1.0
1429,244,5.0
893,244,4.0
304,245,5.0
2378,245,5.0
1232,245,4.0
553,245,5.0
771,245,4.0
392,245,5.0
3047,245,4.0
721,245,5.0
126,246,4.0
3273,246,1.0
127,247,5.0
2943,247,4.0
1847,247,5.0
3219,247,5.0
1143,247,5.0
3333,247,5.0
468,248,5.0
127,248,5.0
2169,248,5.0
3053,248,5.0
127,249,5.0
2298,249,4.0
1847,249,5.0
206,249,4.0
392,249,5.0
2803,249,5.0
1618,249,4.0
893,249,4.0
2502,249,5.0
388,249,5.0
468,250,4.0
2804,250,5.0
392,250,4.0
893,250,4.0
1944,250,4.0
2598,250,5.0
2298,251,4.0
546,251,5.0
853,251,5.0
2898,251,3.0
1618,251,5.0
2116,251,4.0
522,251,4.0
2254,252,4.0
1103,252,5.0
1287,252,4.0
2174,252,5.0
781,252,4.0
1065,252,3.0
2941,253,3.0
3219,253,4.0
1992,253,5.0
2076,253,5.0
1718,253,4.0
3047,253,3.0
2706,253,5.0
2910,253,3.0
2293,253,4.0
2905,254,5.0
551,255,5.0
2460,255,4.0
468,256,5.0
551,256,5.0
3131,256,5.0
2953,256,5.0
2169,257,5.0
3131,257,3.0
127,258,5.0
496,258,5.0
1084,259,5.0
656,259,5.0
1745,260,3.0
3290,260,5.0
127,260,5.0
1392,260,4.0
656,260,2.0
1395,260,5.0
1858,260,5.0
1014,260,5.0
1190,260,3.0
468,261,5.0
561,261,5.0
1858,261,5.0
2225,262,5.0
1618,262,5.0
2857,262,5.0
2621,263,3.0
3131,263,5.0
468,264,5.0
1301,264,5.0
3229,264,3.0
1267,264,5.0
2632,264,5.0
1739,264,5.0
2310,264,5.0
1475,264,5.0
1244,264,5.0
291,264,5.0
3017,265,5.0
886,265,5.0
1313,265,3.0
1801,265,2.0
207,265,5.0
670,266,5.0
280,266,4.0
1735,266,5.0
759,267,5.0
1608,267,4.0
1972,267,5.0
851,267,5.0
2230,268,5.0
1093,268,1.0
2137,269,5.0
283,269,5.0
565,269,5.0
2214,269,3.0
2001,269,3.0
2933,269,5.0
779,269,2.0
553,269,4.0
2200,269,3.0
1398,269,4.0
1467,269,5.0
2536,269,2.0
1950,269,4.0
698,269,4.0
2322,269,5.0
998,269,2.0
1934,269,4.0
3214,269,4.0
1406,269,4.0
2753,269,4.0
3330,270,4.0
1851,270,4.0
2598,270,5.0
3333,270,5.0
3026,271,4.0
1289,271,4.0
1654,271,5.0
2997,271,5.0
2820,271,1.0
2171,272,5.0
2227,272,5.0
2997,272,5.0
949,272,5.0
3081,272,5.0
802,272,5.0
1366,272,5.0
2820,272,1.0
2379,272,5.0
1430,272,5.0
2686,272,5.0
1173,272,5.0
2927,272,5.0
86,273,4.0
2963,273,4.0
949,273,4.0
2598,274,5.0
590,275,4.0
2169,275,5.0
468,276,4.0
309,276,5.0
3217,276,4.0
1847,276,4.0
1945,276,5.0
2779,276,5.0
698,276,5.0
893,276,5.0
2598,276,5.0
661,277,5.0
2378,277,5.0
809,277,5.0
2759,278,5.0
1689,278,5.0
2361,278,5.0
2598,279,5.0
2796,279,2.0
468,280,5.0
1021,280,5.0
2732,280,5.0
2519,280,5.0
