uid,iid,rating
215,151,4.0
1297,151,3.0
1027,152,5.0
215,152,4.0
2890,152,5.0
1848,152,5.0
626,153,5.0
1108,154,1.0
3538,154,5.0
2655,154,5.0
1659,155,4.0
1333,155,4.0
1015,155,4.0
3675,155,5.0
3868,155,5.0
3283,156,3.0
2544,156,5.0
2574,156,5.0
4273,156,5.0
3367,156,4.0
4084,156,5.0
1970,156,5.0
1822,156,5.0
2310,157,5.0
200,157,5.0
1592,157,5.0
1884,157,5.0
2983,158,4.0
3848,158,4.0
3790,158,2.0
1848,158,5.0
1106,158,5.0
3352,159,5.0
557,159,5.0
1278,160,5.0
2100,160,5.0
3439,160,3.0
2552,160,5.0
1364,160,5.0
2605,161,5.0
27,161,3.0
4000,161,5.0
1808,161,5.0
923,161,5.0
679,161,4.0
27,162,5.0
923,162,5.0
354,163,5.0
3605,163,3.0
3140,163,5.0
4000,163,5.0
878,163,5.0
1487,164,4.0
3081,164,5.0
2941,164,1.0
594,164,5.0
3131,165,5.0
1059,165,3.0
1465,165,5.0
2344,166,4.0
3080,166,4.0
2701,166,5.0
3306,166,5.0
300,166,4.0
803,166,3.0
1146,167,5.0
2126,167,5.0
4089,167,1.0
1189,168,5.0
659,168,5.0
2951,169,1.0
1374,169,3.0
1717,169,5.0
2336,169,5.0
212,169,5.0
1435,169,5.0
3432,169,5.0
729,170,5.0
2377,170,5.0
3424,170,5.0
175,170,5.0
207,170,5.0
1034,171,1.0
4205,171,4.0
3810,171,5.0
3923,171,5.0
997,171,5.0
1538,171,4.0
3599,171,5.0
1911,171,5.0
1014,171,4.0
324,172,5.0
2288,172,5.0
165,172,5.0
1360,172,5.0
3905,172,4.0
1710,172,5.0
1362,173,2.0
3088,173,5.0
2409,173,5.0
324,173,5.0
1019,173,3.0
3238,173,5.0
851,173,5.0
2499,173,5.0
2505,173,5.0
1958,173,2.0
2299,173,5.0
2034,173,5.0
3668,174,5.0
1163,174,5.0
2593,174,4.0
1913,174,4.0
2198,174,5.0
4093,174,5.0
3427,174,5.0
3672,175,4.0
3306,175,5.0
4181,175,5.0
2198,175,1.0
2366,175,5.0
7,176,1.0
3397,176,5.0
3790,176,5.0
132,176,5.0
1302,176,4.0
4075,176,4.0
1058,177,5.0
2294,177,5.0
4122,177,5.0
1364,178,5.0
2098,178,5.0
495,178,5.0
2725,179,5.0
2885,179,4.0
2482,180,5.0
2464,180,5.0
3588,180,5.0
2346,180,4.0
2689,181,5.0
2204,181,5.0
2314,181,1.0
2155,181,5.0
2864,181,5.0
1519,181,5.0
1318,182,5.0
1895,182,5.0
4151,182,5.0
2153,182,5.0
1278,183,3.0
1263,183,3.0
2283,184,5.0
2142,184,4.0
506,184,5.0
2012,184,5.0
2955,185,5.0
1142,186,5.0
2955,186,5.0
3330,187,5.0
3986,187,3.0
1205,188,5.0
4,188,2.0
4197,188,4.0
2582,188,5.0
3296,188,5.0
3080,189,4.0
1361,189,1.0
1797,190,5.0
1015,190,5.0
2983,191,5.0
3583,191,2.0
3477,191,3.0
1311,191,4.0
1522,192,5.0
3480,192,5.0
1931,192,5.0
1261,192,3.0
3349,192,5.0
1926,193,1.0
3945,193,5.0
2644,193,5.0
3032,194,5.0
1347,194,5.0
577,194,4.0
1430,195,5.0
2294,195,5.0
411,196,5.0
361,196,4.0
1765,197,5.0
1837,197,5.0
912,197,5.0
1364,197,5.0
3047,198,5.0
2202,198,5.0
634,198,4.0
2957,198,4.0
2011,198,5.0
1704,198,5.0
1142,198,5.0
1179,198,5.0
558,198,5.0
3080,198,5.0
1796,198,5.0
86,198,5.0
1544,198,5.0
1404,198,4.0
2698,198,5.0
2492,198,5.0
338,198,5.0
1581,198,5.0
3093,198,5.0
221,198,5.0
450,198,5.0
865,198,5.0
3488,198,5.0
1884,198,5.0
3911,198,5.0
4089,198,5.0
3513,198,4.0
2281,198,5.0
3109,198,5.0
3078,198,5.0
3067,198,5.0
1013,198,5.0
3161,198,5.0
1554,198,2.0
2467,198,5.0
1921,198,5.0
4226,198,5.0
1545,198,5.0
2644,198,5.0
1926,199,5.0
2478,199,5.0
2096,199,2.0
360,200,5.0
1123,200,1.0
794,200,5.0
2612,200,4.0
2139,200,5.0
1646,200,5.0
1762,201,5.0
484,202,4.0
4163,202,3.0
1620,202,4.0
1263,203,5.0
975,204,5.0
1840,204,5.0
2634,204,5.0
558,205,5.0
1013,205,2.0
2534,205,4.0
1465,205,5.0
266,206,5.0
2948,206,5.0
4084,206,4.0
1018,207,5.0
647,207,3.0
3109,207,5.0
2650,208,5.0
474,208,5.0
489,208,2.0
2996,208,1.0
1602,208,5.0
1622,208,5.0
3526,208,5.0
3375,208,5.0
1465,208,5.0
3131,209,5.0
943,209,4.0
3601,210,5.0
3131,210,5.0
4197,210,5.0
2994,210,5.0
1929,211,5.0
3067,211,4.0
1871,211,5.0
1040,212,5.0
626,212,4.0
597,212,5.0
1446,212,4.0
4029,212,4.0
1929,213,5.0
1273,213,5.0
1228,213,1.0
4278,213,5.0
1499,213,5.0
1435,213,5.0
547,214,5.0
2373,214,5.0
1446,214,5.0
1942,214,1.0
1980,214,5.0
2258,214,5.0
3259,215,5.0
2805,215,4.0
3205,216,2.0
1633,216,5.0
3777,216,5.0
3080,216,5.0
70,216,5.0
1232,216,2.0
2698,216,5.0
1499,216,5.0
1536,216,5.0
3437,216,5.0
4002,216,5.0
1947,216,5.0
809,216,5.0
1542,216,5.0
1431,216,4.0
2779,216,5.0
3636,216,5.0
2506,216,5.0
2488,216,1.0
2929,216,5.0
2697,216,5.0
3778,216,4.0
2442,216,5.0
1114,217,3.0
547,217,2.0
1554,217,3.0
3343,217,2.0
4079,218,5.0
2657,218,5.0
1025,218,5.0
2993,218,5.0
1680,219,5.0
3050,219,5.0
3000,219,5.0
3103,219,5.0
256,219,5.0
865,219,2.0
3656,219,5.0
1871,219,5.0
746,220,5.0
2657,220,5.0
1554,220,3.0
2549,221,4.0
3220,221,5.0
1597,221,5.0
4001,221,4.0
3626,221,5.0
3143,221,5.0
3526,221,5.0
1619,222,5.0
1097,222,4.0
1240,222,5.0
2493,222,5.0
4301,222,5.0
3481,222,5.0
2545,222,4.0
3837,223,5.0
4021,223,5.0
1375,223,5.0
1612,223,4.0
131,223,4.0
749,224,5.0
2409,224,5.0
3080,224,5.0
1796,224,5.0
592,224,5.0
999,224,4.0
740,224,5.0
2698,224,5.0
2548,224,5.0
2727,224,5.0
2570,224,5.0
131,224,4.0
2030,224,5.0
1756,224,4.0
3911,224,5.0
1043,224,4.0
2198,224,1.0
512,224,3.0
2655,224,5.0
1201,224,5.0
4047,224,4.0
3337,224,5.0
4033,224,5.0
2040,225,5.0
2607,225,5.0
681,225,5.0
4259,225,5.0
86,225,5.0
4256,225,4.0
2639,225,4.0
217,225,5.0
1415,225,5.0
2948,225,5.0
3024,225,5.0
525,225,5.0
1447,225,5.0
1417,225,5.0
2545,225,5.0
101,225,4.0
2844,225,5.0
3279,225,4.0
1929,226,5.0
4273,226,5.0
2698,226,4.0
38,226,5.0
1884,226,5.0
1929,227,5.0
2698,227,5.0
221,227,5.0
1884,227,5.0
3088,228,5.0
3440,228,5.0
4323,228,5.0
1190,228,5.0
2258,228,5.0
732,229,5.0
1805,229,5.0
429,229,5.0
1313,229,5.0
488,229,5.0
988,229,5.0
2212,229,5.0
3607,229,5.0
157,229,5.0
3640,230,5.0
1936,230,5.0
3666,230,3.0
3296,230,4.0
1929,231,5.0
2698,231,5.0
2570,231,5.0
4283,231,5.0
213,231,5.0
3470,232,5.0
626,232,5.0
2993,232,5.0
2505,232,1.0
2022,233,5.0
2698,233,5.0
1902,233,5.0
3530,233,1.0
2212,233,5.0
3715,233,5.0
3201,233,5.0
2951,234,4.0
1244,234,5.0
219,234,5.0
2449,234,5.0
3785,234,4.0
3388,234,3.0
3,234,5.0
755,234,5.0
4262,234,5.0
759,234,5.0
1404,234,4.0
4198,234,1.0
1356,234,5.0
1613,234,4.0
2219,234,5.0
2026,234,5.0
3880,234,2.0
2143,234,5.0
3125,234,5.0
1600,234,5.0
2088,234,5.0
521,234,5.0
434,234,5.0
4091,234,5.0
3374,234,4.0
1452,234,5.0
127,234,5.0
2722,234,5.0
2942,234,5.0
3956,234,5.0
1980,234,5.0
2154,234,2.0
3836,234,3.0
3617,234,5.0
3052,234,5.0
525,234,4.0
252,234,5.0
2225,234,5.0
4323,234,5.0
1705,234,5.0
2168,234,5.0
710,234,3.0
2809,234,5.0
4161,234,4.0
1816,234,5.0
2047,234,5.0
3587,234,5.0
2938,234,4.0
1412,234,5.0
2957,235,4.0
2198,235,3.0
79,235,5.0
4029,235,5.0
4025,235,5.0
2362,235,5.0
2848,235,5.0
1929,236,5.0
1544,236,5.0
1980,236,5.0
3759,236,5.0
1354,236,5.0
3030,236,5.0
3171,236,3.0
1844,237,5.0
3513,237,4.0
432,238,5.0
1401,238,3.0
755,238,5.0
3179,238,5.0
740,238,4.0
2727,238,5.0
2088,238,5.0
2270,238,5.0
1193,238,5.0
488,238,5.0
1311,238,5.0
4296,238,4.0
865,239,4.0
2465,239,4.0
1884,239,5.0
2779,239,5.0
85,240,5.0
2703,240,5.0
2727,240,5.0
4046,240,5.0
1547,241,1.0
1830,241,5.0
1552,241,5.0
192,241,3.0
2437,241,3.0
3625,241,4.0
4206,241,5.0
1530,241,4.0
263,242,5.0
999,242,5.0
300,242,5.0
1704,243,5.0
4256,243,5.0
299,243,5.0
3015,244,2.0
1021,244,4.0
3268,244,5.0
2154,244,3.0
1914,244,5.0
2746,244,5.0
2231,245,2.0
76,245,5.0
1882,245,5.0
3609,245,5.0
2331,245,1.0
4268,245,4.0
1499,245,5.0
3612,245,5.0
2917,245,5.0
2517,245,3.0
3463,245,5.0
1840,245,5.0
3956,245,5.0
1164,245,5.0
1871,245,5.0
1517,245,5.0
4226,245,5.0
720,246,5.0
2517,246,5.0
2544,247,3.0
1884,247,5.0
1024,247,1.0
3896,247,5.0
1771,247,5.0
1313,248,5.0
557,248,5.0
851,248,5.0
2932,248,5.0
2501,249,4.0
2535,249,5.0
1830,249,5.0
1401,249,5.0
2427,249,1.0
1397,249,5.0
390,249,5.0
4135,249,5.0
642,249,5.0
1511,249,4.0
2315,250,5.0
1289,250,5.0
3208,250,5.0
4160,250,5.0
1893,250,4.0
1856,250,5.0
2204,251,3.0
1040,251,5.0
1446,251,5.0
1980,251,4.0
2698,252,5.0
1944,252,5.0
2993,252,5.0
1554,252,4.0
3774,253,5.0
1446,253,4.0
1980,253,4.0
3067,254,5.0
3484,254,5.0
1040,255,5.0
1313,255,5.0
488,255,5.0
1668,255,5.0
3777,256,4.0
2957,256,5.0
869,256,5.0
2475,256,5.0
2121,257,4.0
2963,257,5.0
3527,257,4.0
2039,257,5.0
3259,257,5.0
841,257,5.0
1565,257,5.0
283,257,5.0
1376,257,5.0
4115,257,5.0
1847,257,5.0
2676,257,5.0
157,257,5.0
3757,258,5.0
2082,258,4.0
601,258,5.0
446,258,4.0
1312,258,3.0
2904,259,5.0
975,259,5.0
4052,259,5.0
330,259,2.0
1704,260,5.0
2995,260,4.0
1491,260,4.0
1375,260,5.0
707,260,5.0
2993,260,5.0
1356,261,5.0
1856,261,5.0
2646,262,3.0
1584,262,3.0
2253,263,5.0
2339,263,5.0
3857,263,5.0
2959,263,5.0
1446,263,5.0
1219,263,5.0
1261,263,5.0
2954,263,5.0
1669,263,5.0
2889,263,5.0
2198,264,3.0
2885,264,5.0
2657,265,5.0
2698,265,5.0
659,265,5.0
1836,265,5.0
1267,266,5.0
1040,266,5.0
1356,266,5.0
1453,266,1.0
626,267,5.0
192,267,4.0
2948,267,5.0
2464,267,5.0
1164,267,5.0
197,267,5.0
293,268,5.0
1067,268,5.0
2331,268,5.0
201,268,5.0
749,269,5.0
1606,269,5.0
979,269,5.0
3911,269,5.0
2198,269,1.0
512,269,5.0
2362,269,4.0
1594,269,5.0
1591,269,2.0
3152,270,5.0
2692,270,2.0
1003,270,5.0
3902,270,4.0
554,270,5.0
3427,270,5.0
3756,270,5.0
4217,271,5.0
2308,271,1.0
4185,272,5.0
388,272,5.0
2657,272,5.0
2698,272,5.0
865,272,4.0
1554,272,3.0
2417,273,5.0
4125,273,5.0
1318,273,5.0
2368,273,2.0
2958,273,3.0
1072,273,2.0
2698,273,5.0
214,273,5.0
524,273,4.0
2572,273,5.0
3578,273,1.0
1011,273,3.0
457,274,5.0
3171,275,3.0
3047,276,5.0
2749,276,5.0
77,277,4.0
561,277,5.0
4155,277,4.0
488,277,5.0
2168,277,5.0
1364,277,5.0
561,278,5.0
2044,278,4.0
2517,278,2.0
2168,278,5.0
2809,278,5.0
3335,279,2.0
1727,279,5.0
3201,279,5.0
2477,279,5.0
3590,280,3.0
2100,280,5.0
1464,280,5.0
2360,281,5.0
642,281,5.0
2047,281,5.0
192,282,4.0
4281,282,5.0
3124,282,5.0
3591,282,5.0
2364,283,3.0
683,283,5.0
3379,283,5.0
776,283,5.0
1240,283,5.0
840,283,5.0
1749,283,4.0
760,283,5.0
426,283,5.0
3961,283,5.0
3085,284,2.0
2907,284,5.0
1302,284,4.0
3511,285,3.0
732,285,5.0
2198,285,1.0
2961,285,5.0
2362,285,5.0
1522,286,4.0
3088,286,5.0
3675,286,5.0
1667,287,5.0
1179,287,5.0
3146,287,5.0
2698,287,5.0
1794,287,5.0
3713,287,5.0
765,287,4.0
1400,288,4.0
3022,288,5.0
1129,288,5.0
2374,288,3.0
3597,288,3.0
3242,288,5.0
3593,288,1.0
428,288,5.0
510,288,5.0
2836,288,5.0
2223,288,5.0
290,288,5.0
4123,288,5.0
519,288,3.0
861,288,4.0
4081,288,4.0
1573,288,5.0
3999,288,5.0
2997,289,5.0
2675,289,5.0
4266,289,5.0
489,289,4.0
264,289,5.0
2548,289,5.0
3713,289,5.0
2936,289,5.0
3730,289,1.0
4208,289,5.0
440,290,5.0
4106,290,5.0
1216,291,5.0
1582,291,3.0
4025,291,5.0
1273,292,5.0
