uid,iid,rating
277,686,3.75
193,2273,3.25
215,5471,3.5
406,6508,4.0
92,3056,4.25
26,1225,4.5
227,3063,4.0
372,960,3.5
4,3412,4.25
60,1257,3.75
22,1736,4.25
388,1245,4.5
437,6092,2.75
530,4643,0.0
505,2616,1.5
51,3720,3.0
535,6774,3.5
287,3703,4.25
484,5380,1.75
33,2153,3.5
388,7067,3.75
400,3061,3.0
171,823,2.75
45,5242,4.0
347,5142,0.25
150,7365,3.5
533,2057,3.25
483,5391,3.75
310,22,5.0
388,6815,4.0
67,7060,2.25
505,2107,2.75
538,7512,3.5
268,5147,3.5
222,4516,1.5
104,3934,4.0
245,2043,4.0
225,6348,3.0
418,527,2.75
52,2295,3.5
239,4385,1.0
158,5366,4.0
287,7605,3.5
118,1270,3.75
518,2654,3.25
331,6367,3.75
4,6202,4.0
181,6224,3.0
375,6918,3.5
496,6352,3.25
544,4786,4.25
487,7088,0.75
239,4640,2.75
263,4510,4.25
11,1412,3.5
533,2017,3.5
323,6693,2.0
505,384,2.75
281,5367,4.5
75,4081,3.5
199,1736,3.5
139,722,2.25
409,5488,4.25
493,1921,3.25
191,4643,3.75
24,540,3.5
394,6091,3.0
94,4909,1.75
66,1588,4.0
475,3208,3.0
407,1253,2.0
390,6717,4.5
388,2838,3.75
340,6892,2.25
339,7207,4.0
448,6840,4.75
510,3440,3.5
551,1391,3.25
268,4084,3.5
393,5254,4.25
406,7072,1.25
418,5269,1.25
39,5239,3.0
515,7074,3.75
540,947,5.0
412,6070,3.75
502,695,4.5
220,1225,3.75
435,6197,2.5
325,3925,3.5
5,2960,3.0
157,2331,3.75
320,7241,3.25
200,2299,5.0
162,5642,1.75
195,5384,5.0
166,1566,4.0
178,1882,5.0
63,6079,3.0
37,5366,4.0
44,1607,2.75
121,5124,4.0
232,4652,4.5
301,230,3.75
52,276,3.5
310,1127,3.5
71,2043,2.5
451,4921,2.25
283,5258,3.0
193,2975,4.0
433,7244,3.5
337,6700,3.5
287,6712,3.25
327,6697,3.5
288,3420,3.5
381,2275,3.25
251,4243,4.5
486,3411,4.5
150,1243,3.5
200,1268,3.0
391,2960,2.25
239,4510,2.5
481,6697,0.5
582,3589,2.5
415,650,2.5
388,6370,4.0
465,3058,3.25
87,2650,2.5
272,3418,0.0
213,4632,2.25
135,2707,3.0
4,5776,4.0
173,5685,3.5
93,7376,4.25
180,6353,4.5
172,6693,2.5
329,4664,4.5
561,1900,4.0
410,2058,3.0
109,6062,4.25
324,5521,3.25
50,4110,4.0
8,3592,4.25
303,6200,4.0
496,2642,0.0
288,1399,2.5
416,5373,0.5
44,5525,3.5
362,4382,5.0
37,395,4.25
462,952,3.5
145,7511,1.5
61,1407,4.0
246,217,2.75
259,5383,1.0
471,2970,4.5
1,7653,3.5
341,4635,4.5
569,987,2.5
404,4922,2.75
505,7294,2.75
396,1566,4.0
48,748,2.75
352,5500,3.5
420,2845,4.25
1,532,4.0
520,2154,3.5
10,4097,5.0
524,3420,4.75
14,3207,4.25
360,2850,4.0
389,1572,2.75
498,2650,3.0
301,4503,3.5
256,2828,3.25
48,6894,4.0
430,955,2.0
469,3411,5.0
168,5940,3.25
542,2058,3.75
412,5764,0.5
538,1592,3.75
119,955,3.25
81,2155,4.0
330,4526,2.25
165,6085,0.0
505,5454,2.75
493,4506,3.25
505,5217,2.75
317,4503,3.5
432,7091,5.0
66,4078,4.0
271,6711,2.75
410,1747,3.0
406,59,3.75
46,6367,4.25
378,21,5.0
235,1426,5.0
421,2259,3.5
271,4118,3.25
92,217,3.5
282,2478,4.5
521,3063,3.0
400,1747,0.25
510,1395,4.5
390,7241,3.75
94,2273,4.75
359,7517,1.5
287,5637,2.75
1,1892,4.25
451,2641,2.0
320,7391,4.5
487,1240,3.25
285,5110,3.0
214,2269,3.75
486,1773,3.5
107,3057,3.5
286,558,2.75
573,6949,2.0
341,5367,4.75
150,2970,4.25
246,2299,3.25
91,4524,1.5
268,4957,4.0
168,2467,4.75
451,442,1.75
181,3404,3.0
271,406,3.5
494,2686,4.25
591,6070,4.25
281,6498,0.0
385,4515,4.25
534,7091,4.25
48,2179,3.5
505,1893,3.25
544,247,3.5
256,3712,3.5
80,2143,1.75
489,5118,0.5
158,2053,3.0
62,5763,4.0
307,1231,4.5
299,1090,2.25
480,3408,2.75
428,954,2.5
435,1560,2.0
319,7259,2.5
313,4777,3.25
39,2837,3.75
486,718,2.5
498,40,3.5
415,1506,2.0
51,2472,2.75
327,3408,4.0
418,7206,3.5
215,4385,2.5
23,7364,2.0
219,4386,5.0
137,7369,2.75
594,686,4.25
181,959,3.25
338,6380,3.25
144,7206,3.75
420,4902,4.5
529,5768,4.0
406,1402,1.5
418,1295,4.0
451,5949,3.5
32,2049,3.0
319,5110,3.75
418,6163,3.75
132,6697,3.25
19,6061,3.5
152,5366,4.25
394,3217,3.5
256,4380,3.75
171,4777,4.0
52,252,3.0
142,429,4.25
281,4080,3.5
251,3066,4.0
352,2260,3.25
59,4916,4.25
238,6894,1.75
558,4236,3.0
156,7077,3.25
484,5644,1.0
12,2054,3.5
231,3218,1.75
458,1905,0.25
171,1397,3.75
207,2653,4.75
352,2318,3.0
207,4381,3.75
292,7520,2.5
181,1263,2.75
263,2984,4.75
515,4247,4.25
264,6804,3.75
34,4671,4.0
135,3061,5.0
119,6709,2.75
532,3061,3.5
467,543,4.0
327,5488,4.25
505,5917,0.75
308,239,3.5
418,2307,2.0
507,5938,3.75
94,5778,2.0
19,2474,4.25
0,218,2.5
422,1395,3.75
399,4900,0.0
93,1738,4.75
242,4376,5.0
52,7216,4.0
371,4512,4.25
574,1093,3.5
563,5394,4.0
171,526,3.25
81,698,3.5
478,952,0.0
133,3066,3.75
125,7361,3.5
31,4901,4.0
217,5391,5.0
380,7207,4.5
451,400,5.0
444,7512,4.5
541,2960,3.5
265,7364,4.5
67,2961,3.25
530,1914,2.25
235,6357,5.0
80,2275,2.75
24,4242,2.5
268,749,3.25
572,3901,5.0
418,7218,4.75
20,695,3.75
168,1905,3.25
20,7391,2.5
352,4918,4.25
458,3712,1.25
123,2143,3.5
3,5633,3.0
496,722,1.75
277,7364,4.75
319,1417,2.5
104,5263,2.75
382,1900,0.75
387,3591,2.0
566,393,4.25
251,2475,4.5
498,2992,3.0
505,3602,3.5
493,1143,3.75
416,4638,3.0
417,3584,3.5
220,1900,4.0
244,1586,0.0
415,5159,2.5
266,1119,3.5
428,2272,2.75
294,2697,4.0
142,6198,3.75
409,394,5.0
100,7364,4.0
366,6095,4.0
36,2048,5.0
231,5379,3.5
138,3416,4.5
72,7512,3.25
77,1105,3.75
533,2108,3.25
166,5485,4.5
352,6204,4.25
198,4705,2.25
48,2826,4.25
4,4777,2.5
376,2834,2.5
500,1737,5.0
221,2268,2.75
548,6070,4.5
171,5369,4.25
260,2549,3.0
46,399,3.5
115,2154,3.5
74,6711,0.75
30,402,3.75
258,5114,4.0
237,4236,4.75
205,946,5.0
29,402,4.25
327,4513,4.5
217,5125,0.5
193,287,1.5
573,7386,3.5
235,5948,5.0
382,2825,3.75
232,6201,5.0
320,6905,2.5
353,1770,3.75
487,6208,1.75
539,1323,3.75
309,4635,3.5
438,1095,2.25
267,4278,4.25
133,432,2.5
314,526,4.0
156,7204,2.75
551,2493,3.5
403,7515,3.0
256,7252,2.5
505,5992,2.0
594,5141,2.75
461,4376,3.5
44,1765,3.75
476,1396,4.0
507,2168,1.5
407,2061,3.75
36,1756,2.75
319,6918,4.25
426,3194,4.5
200,5967,3.0
406,3399,4.0
285,948,4.25
87,92,3.0
598,2144,3.75
250,4393,3.5
173,3203,4.25
423,686,2.75
254,4715,3.25
301,2669,3.25
109,4647,5.0
595,1882,3.75
403,404,4.75
321,1272,2.5
356,4643,5.0
532,2827,4.75
48,5940,4.25
39,4118,4.25
18,4786,4.5
259,256,3.0
149,4393,5.0
315,1765,3.25
48,4383,5.0
65,2055,3.25
231,2658,1.0
552,2146,3.75
437,7272,3.0
437,6527,2.5
286,5792,2.5
87,6404,3.75
181,3296,3.25
14,5495,4.5
533,3987,3.5
388,3899,4.5
109,3703,4.0
95,2961,4.25
98,5242,4.0
49,5677,5.0
3,231,3.5
492,4785,3.0
85,400,1.25
469,2274,4.75
134,3737,0.0
120,4787,5.0
421,4945,3.5
263,949,2.0
170,6508,4.25
205,2965,3.75
441,7229,4.25
140,3060,3.25
449,2493,3.25
11,5383,3.0
361,527,1.75
246,5485,3.5
207,2472,3.0
38,1566,3.5
140,2482,2.75
108,5975,2.75
11,6911,3.25
312,59,3.25
64,3062,3.25
281,6366,0.0
312,6219,3.25
44,2161,2.5
493,6512,2.75
505,504,2.25
75,6363,4.0
477,1089,2.0
416,6720,4.0
299,1419,1.0
462,1892,3.0
295,2049,2.0
551,5778,4.0
91,5485,4.75
317,1765,4.75
24,4409,3.5
415,4189,2.5
175,707,3.75
354,4515,4.0
371,400,4.25
289,4786,5.0
358,526,3.0
52,7204,3.75
418,6503,2.0
58,698,3.75
117,22,3.0
319,5847,2.5
44,12,3.25
187,5366,4.0
504,7384,2.0
138,4513,4.25
458,5382,2.0
59,3106,3.75
496,392,3.75
133,7077,2.75
22,1566,3.5
345,1903,3.0
72,2153,3.5
185,224,3.25
307,4501,3.75
251,4505,4.0
505,6356,1.75
0,6494,3.0
104,5511,2.75
170,7204,4.0
198,6594,1.75
222,3073,3.25
161,6353,3.5
42,1736,4.5
245,5778,3.75
260,4523,3.5
139,6064,2.0
232,427,4.0
59,4423,4.5
215,5642,1.5
498,2646,3.0
108,3069,3.75
304,3400,5.0
301,3703,3.5
174,4654,4.0
452,3066,3.75
111,5244,3.25
220,400,4.0
305,1089,4.5
112,6116,4.25
505,2860,2.5
477,2644,1.0
382,3720,4.0
52,1102,3.25
304,5944,0.0
330,947,4.25
83,7662,3.0
421,6367,3.75
319,3588,2.0
337,10,4.75
94,7388,2.75
508,702,3.75
260,1894,2.75
498,2279,2.75
92,7361,3.0
75,7534,4.0
233,4094,3.5
549,2643,3.25
323,2145,5.0
487,3442,0.0
140,6084,3.5
74,1572,3.25
401,6738,2.75
217,3412,0.5
222,737,3.25
87,1566,3.0
426,229,1.5
170,7206,4.5
15,2960,1.0
476,4901,3.75
255,218,4.0
519,3400,3.5
310,2828,5.0
450,7363,3.25
171,6070,4.0
349,6363,3.5
116,2664,2.5
12,5768,2.75
61,3095,3.25
181,6587,3.5
487,4516,0.0
382,4399,4.0
449,4630,4.25
545,4503,3.5
285,1290,4.0
496,6905,1.5
238,6693,3.0
414,2259,4.5
226,4389,0.25
34,1224,2.0
451,4636,3.25
131,960,4.5
357,6914,2.25
589,5519,4.25
80,2650,1.75
458,405,0.75
233,6727,1.5
577,2145,4.5
292,6703,2.25
220,7364,3.5
418,1432,2.25
380,5633,4.25
286,534,3.5
453,1090,3.0
460,734,3.5
303,4971,3.25
366,2044,4.25
533,4263,3.0
465,7362,3.25
510,7363,4.5
312,1225,5.0
458,1232,1.0
260,7376,4.25
293,526,4.25
119,4263,3.75
10,2480,3.75
379,2157,3.5
415,3539,3.0
475,2293,2.5
391,4247,4.5
307,4907,3.5
415,339,2.5
331,5251,3.5
29,4533,3.75
371,22,3.75
323,1736,3.5
178,7553,4.25
509,4785,5.0
451,2189,3.5
37,5488,4.5
510,5133,4.0
268,2268,3.5
495,5141,2.25
347,3400,0.0
318,5645,4.5
524,6504,4.0
433,410,4.25
100,3592,3.0
327,947,2.75
514,2054,2.5
81,6573,3.25
288,7517,3.5
313,1741,1.75
136,7061,4.5
112,3,3.5
36,4955,3.0
533,6188,4.25
418,7534,4.5
209,5950,3.25
399,7077,1.5
160,393,3.75
258,399,3.0
510,7281,5.0
389,4785,3.75
166,2832,3.0
196,6212,3.0
168,7519,4.25
76,7531,4.0
415,3535,3.0
307,1905,3.25
288,2055,3.75
362,2268,4.0
538,4391,4.0
103,3586,3.5
479,3191,3.0
458,2842,1.75
80,4916,4.25
451,3925,2.5
533,3898,4.0
71,1397,3.25
84,698,4.0
145,1429,3.5
355,4646,4.0
493,1888,2.0
451,7622,3.75
109,6905,4.0
477,4777,3.5
153,6206,3.75
52,6245,2.25
256,2357,4.0
356,2153,3.25
24,5120,2.5
312,1917,4.0
510,1899,4.75
539,7540,0.75
134,6422,2.75
1,5369,0.0
477,1756,2.0
181,4085,3.0
492,530,2.5
544,3595,3.25
331,5126,3.75
360,5111,3.5
123,2984,3.25
326,2469,3.5
316,5369,2.5
510,4,4.75
130,2044,4.5
263,4397,2.75
406,3590,3.0
21,5251,4.75
289,538,0.75
317,5038,4.0
136,2287,2.75
508,1566,4.25
510,22,5.0
1,7364,5.0
496,5521,3.0
492,7361,5.0
323,3404,3.5
319,7680,3.75
342,2054,2.25
385,1103,3.0
486,7072,1.5
248,6347,3.75
527,955,3.0
70,7205,3.0
107,6710,4.25
331,6905,3.0
533,2196,4.25
593,6062,0.0
533,3207,0.75
505,3875,0.5
104,6511,3.0
59,5478,2.0
39,987,2.25
478,7205,5.0
34,2471,1.0
137,5942,2.5
557,4933,2.5
399,6510,0.0
38,3583,2.5
505,3100,3.5
237,6204,5.0
36,2461,3.5
311,4643,4.5
451,3924,3.5
98,7362,3.5
299,1440,3.0
174,6715,4.25
257,3586,4.5
432,2153,4.0
204,4648,4.5
253,2154,4.5
256,419,3.5
9,708,4.0
375,402,3.75
258,2886,4.0
95,7538,2.25
535,5130,3.5
59,2076,3.0
136,4632,2.5
551,5130,1.25
19,5966,4.25
293,1898,3.5
136,4376,3.5
521,1095,3.0
508,2468,3.25
16,4235,4.75
451,7429,2.25
320,256,4.5
52,4925,3.25
67,4985,4.0
145,689,4.25
169,2964,3.0
471,5110,4.25
307,2684,3.5
541,5114,4.25
544,6006,4.0
218,6071,3.25
46,4386,4.5
157,4246,4.0
222,3577,2.25
13,6710,5.0
295,6352,2.75
11,6359,4.0
493,1340,2.0
432,1107,4.25
221,707,2.0
458,1099,0.25
59,579,4.75
200,6064,2.75
133,2469,4.25
258,7507,4.0
190,3404,3.5
572,401,2.25
416,6354,3.25
456,1225,4.0
81,4635,3.25
142,5776,4.5
0,3702,4.5
394,3413,2.0
319,4695,3.25
546,6062,3.75
430,29,3.0
10,4636,3.75
251,5940,5.0
24,6214,2.75
283,6085,1.5
61,3400,3.25
222,3607,2.75
19,2846,2.5
459,7229,4.0
459,3592,2.75
505,5461,0.5
234,5771,2.75
510,694,4.25
430,7067,2.75
72,4380,3.5
220,40,3.25
505,245,2.25
526,5135,4.0
296,1910,3.75
44,4536,4.0
119,4810,3.75
600,5251,3.5
504,305,3.75
251,4545,4.5
169,3086,4.0
168,3930,4.0
538,7386,4.25
368,3420,4.5
389,4505,2.75
499,7375,4.0
266,3416,3.0
432,4391,3.5
601,5391,3.5
534,4515,4.0
173,5239,3.25
36,2165,3.5
187,2986,2.5
119,3217,5.0
574,1566,4.75
83,4102,3.5
268,2644,0.5
327,7512,4.5
371,7072,1.75
293,2275,3.75
24,1567,4.25
505,5513,3.0
283,4790,3.25
458,7375,5.0
217,3418,2.5
516,2832,3.75
133,5110,3.25
294,4150,4.5
1,5248,3.5
413,1388,2.25
13,1566,4.0
553,1437,1.0
451,587,2.5
51,3068,2.0
486,532,3.0
505,1402,0.75
10,1577,4.5
288,2961,4.25
157,5642,3.0
138,3067,2.5
505,2674,5.0
260,6207,3.5
34,1395,3.5
581,1572,3.75
338,4931,1.75
106,1093,2.5
376,3199,0.75
172,2317,4.75
543,2819,3.5
388,7221,4.0
451,6979,3.5
204,5645,4.25
43,4078,4.0
64,6703,3.25
51,2831,3.5
79,2467,2.5
124,3486,3.0
362,7512,4.0
362,5371,3.25
72,395,2.75
238,2696,4.75
498,6904,4.5
285,37,4.75
155,237,5.0
356,5130,3.0
238,2048,3.0
153,6201,3.5
414,5476,3.0
67,6508,3.75
274,1100,2.5
539,5129,4.5
198,4085,4.75
97,5113,3.5
426,26,3.0
283,2975,3.0
486,5367,4.0
260,716,1.5
587,3061,4.5
134,3190,1.0
538,7072,3.5
133,2143,4.25
35,2984,5.0
338,6393,3.0
418,4935,3.5
430,2707,3.75
261,5573,4.25
53,6500,4.25
65,3215,3.0
508,4663,4.25
71,5938,4.25
237,244,4.75
379,3413,4.0
580,4262,3.5
320,4643,3.75
328,3702,3.5
136,737,2.75
458,5509,0.5
139,3068,2.5
569,951,4.0
194,5633,4.0
24,7093,3.25
76,2182,2.75
493,3718,3.5
30,6072,4.25
143,3598,2.75
505,4064,1.75
417,2656,3.75
133,706,3.0
388,570,4.0
268,3773,0.25
304,526,5.0
242,2222,3.0
115,1397,4.75
190,6062,5.0
470,497,2.5
188,6363,4.0
394,3585,3.0
419,7204,4.0
426,5139,3.5
242,4954,3.25
458,7208,1.0
64,580,3.75
200,7539,4.0
155,946,5.0
28,4376,4.25
512,4102,0.0
231,4904,3.5
195,1900,5.0
104,4241,2.75
104,2989,3.5
332,7656,3.75
471,1223,3.5
96,401,5.0
254,4650,3.5
310,5116,3.5
130,1750,4.0
530,3411,4.0
298,1223,4.25
141,4933,1.75
565,5938,4.25
164,269,3.5
220,6723,3.25
170,4902,3.0
565,4786,4.25
271,7243,3.75
36,3209,3.0
400,543,3.25
59,3900,5.0
551,3399,4.25
444,7229,3.5
173,7217,4.0
505,4545,4.25
187,217,4.25
532,3196,2.0
183,1397,4.5
574,3583,4.0
505,7370,3.75
24,2310,2.5
396,5778,3.75
192,392,3.75
196,6700,3.25
296,4900,3.25
187,3202,3.25
389,5764,2.0
181,3223,3.5
127,4646,3.0
487,401,3.25
54,6894,3.75
426,7557,2.75
26,1929,1.25
365,5394,2.5
41,6905,3.0
119,6353,4.25
465,5395,2.75
361,2828,3.75
110,3618,5.0
297,5240,2.75
361,4900,2.75
231,3910,4.25
428,4,4.0
156,3400,3.5
261,2277,3.75
532,5965,0.75
465,5667,3.5
382,6079,1.0
276,2154,4.0
465,1884,3.0
36,6699,1.5
213,4643,4.0
374,3720,3.75
419,1585,3.5
538,4263,4.25
122,1089,3.5
174,4513,2.5
190,5950,4.25
229,5939,5.0
382,5017,0.75
16,6697,3.5
319,7512,3.5
119,3202,3.25
505,3173,1.75
312,4256,3.0
368,6510,4.0
46,749,3.5
394,5250,3.75
535,4975,1.5
448,5897,4.0
320,4081,4.0
331,4512,3.5
142,2992,4.75
200,7075,3.0
468,1417,3.75
420,6069,4.5
319,529,4.25
369,3579,4.0
361,5240,1.5
352,3067,2.75
349,5377,4.25
445,7074,1.75
509,1,5.0
99,6697,3.25
85,543,1.75
3,7362,3.5
359,2970,3.25
142,5379,4.75
364,5633,2.75
331,2468,3.25
570,1614,3.25
594,5940,4.25
487,4515,3.75
21,6203,3.5
239,1892,2.75
168,4262,4.5
495,4081,2.0
119,1012,4.0
503,1101,3.5
425,2143,1.25
101,7361,0.0
156,2846,2.75
62,2054,4.0
20,3581,1.0
396,6201,3.75
136,1738,3.75
268,5258,4.25
51,7410,2.0
509,7515,1.25
413,6064,3.0
310,3598,3.5
415,4959,1.5
75,3086,3.25
601,4786,3.5
185,5670,4.25
513,6509,4.5
465,1109,2.0
228,4392,3.75
112,6508,4.0
451,4633,2.75
57,5941,2.0
231,4396,4.0
329,7205,5.0
319,2478,2.5
102,390,4.25
375,7217,5.0
155,4389,3.25
446,526,4.5
385,7386,4.0
10,6211,3.0
440,2832,5.0
505,3888,3.5
538,2669,3.75
348,6201,2.0
166,1093,3.75
104,4641,4.0
487,6508,2.25
533,10,3.25
222,2473,3.75
103,4235,4.25
385,5771,3.25
204,1245,3.75
289,988,3.5
18,7206,4.75
52,6096,2.5
360,5648,3.75
104,5252,3.0
209,4389,2.75
244,21,4.0
24,2979,2.75
458,3059,1.0
415,4470,3.5
124,5998,1.75
17,4943,3.75
451,6192,1.5
468,1736,4.5
468,4929,3.75
425,5811,2.75
168,1238,3.25
286,960,4.5
390,7662,3.25
505,7187,3.5
153,6902,4.5
200,5241,2.75
532,5402,5.0
126,5242,4.5
312,7071,3.25
228,1785,4.5
128,1570,3.0
496,230,3.0
104,4946,2.5
583,5488,3.0
87,1230,2.5
353,6087,4.75
313,7076,3.75
46,4501,4.5
263,4777,3.25
319,6107,2.25
34,2281,2.25
569,4659,3.75
285,226,3.5
52,5471,3.5
307,2971,3.75
158,2968,1.75
156,5940,3.5
326,4109,1.25
505,6871,3.5
301,2493,4.5
187,2059,4.0
333,2832,4.25
452,3723,3.25
281,4641,4.25
526,1413,1.75
109,4081,3.75
538,3897,3.75
1,2960,5.0
308,5402,4.5
141,5112,4.0
81,2310,4.5
164,238,4.75
551,3742,3.0
523,2476,4.75
302,5632,3.25
95,2146,5.0
320,1105,4.0
256,5470,3.25
112,4376,4.0
120,5254,5.0
484,1392,5.0
94,1762,1.0
128,7537,4.25
505,5394,3.25
480,3070,3.75
407,7695,3.0
124,222,2.0
1,7208,2.5
11,3216,2.75
128,1121,1.75
133,6698,3.5
104,6899,1.25
172,2665,4.75
492,3428,1.5
38,2055,3.75
451,6525,3.0
505,6324,3.25
485,5632,2.75
18,5781,3.0
493,5530,2.25
246,1403,3.25
80,3058,4.75
301,4942,3.25
138,3703,3.5
457,6894,4.5
415,6162,2.25
319,2664,2.5
239,4376,0.75
169,2311,1.0
555,542,4.5
339,2673,4.0
487,1762,1.25
30,5939,4.0
3,1888,4.0
26,4505,4.25
397,4654,3.75
505,2012,2.25
314,946,4.0
46,3414,4.0
435,7515,3.25
181,4092,4.0
46,2273,3.75
353,227,3.0
127,5632,1.75
480,5663,3.5
48,6523,4.25
231,3586,3.5
299,965,3.75
573,701,3.5
358,2269,3.75
480,5158,3.25
477,1910,3.0
579,1882,4.0
320,218,3.0
565,5469,4.25
285,5632,4.0
139,1095,5.0
133,3057,3.0
376,429,4.25
521,4643,3.25
421,2331,4.25
168,3088,3.75
533,3023,3.5
188,17,4.0
145,7216,3.5
480,4515,5.0
505,707,4.5
90,4243,4.25
136,2656,4.25
364,5485,4.5
36,3428,3.25
292,1235,2.75
87,690,3.0
421,6507,4.0
301,739,3.25
307,4971,2.75
292,7365,4.25
505,6340,3.0
287,4080,4.25
80,2480,1.75
185,4501,4.0
19,6363,4.0
493,6517,1.5
418,4245,2.75
320,728,3.75
355,2143,4.0
258,3427,3.5
312,2677,4.5
85,2831,3.0
76,4686,1.25
279,946,4.75
584,3889,4.25
510,6920,4.5
271,2145,4.0
476,4263,3.0
525,2157,3.5
52,6340,4.25
283,1780,5.0
214,5948,0.25
463,5778,4.0
7,8,4.75
395,6508,4.0
313,708,1.25
57,3058,2.25
540,5377,4.5
390,4661,2.25
140,59,4.0
225,2827,3.5
487,3223,0.75
463,7390,2.5
532,4526,4.0
99,6206,4.25
187,2983,3.0
24,4502,2.5
319,3067,2.0
246,2461,2.25
487,697,0.0
379,5368,4.0
285,2646,3.0
260,6720,3.0
532,2495,4.0
535,1101,4.5
410,3896,3.0
24,407,2.75
62,1736,4.25
535,4463,3.75
72,7661,3.5
406,5382,3.0
347,5369,0.25
428,3926,3.5
48,6895,0.75
476,4092,3.75
329,960,4.25
219,3212,3.75
239,695,4.25
312,0,3.5
336,6506,3.75
323,4650,3.75
388,6714,3.0
432,4081,4.75
81,695,4.25
24,4531,2.75
492,1585,1.5
397,529,4.25
161,4785,3.25
584,2971,3.75
198,5955,3.75
48,3934,2.25
532,3586,2.5
301,6069,3.0
586,527,3.5
388,2840,3.75
76,1264,3.0
394,545,5.0
307,4531,4.25
23,3579,5.0
255,1388,3.25
524,3056,2.5
215,5940,4.5
450,7204,2.5
310,1742,2.5
406,5781,3.0
311,3413,5.0
67,4638,3.5
377,1600,3.25
459,6215,3.75
551,6207,4.0
230,6070,3.75
590,3720,4.5
387,322,1.5
534,4386,3.0
533,963,3.0
258,4901,3.5
535,4245,3.75
258,22,3.5
288,3061,4.75
220,4971,1.0
241,4515,2.5
104,2826,3.5
403,3579,5.0
365,1882,4.5
213,232,4.0
308,5941,4.25
448,2645,3.5
508,1107,4.0
324,5966,4.0
187,7214,3.5
247,1882,4.5
396,3057,1.25
121,4513,4.0
24,2160,2.5
68,7206,5.0
498,2055,3.5
458,7514,2.5
50,534,4.0
181,3234,3.5
256,6368,3.75
36,5633,2.5
510,5642,4.5
222,532,0.75
543,2302,2.5
394,544,5.0
93,5114,4.75
488,3072,3.25
238,4391,4.0
505,2536,2.75
537,526,2.75
382,5258,2.25
244,5633,4.5
463,6709,3.5
10,4652,3.75
586,4393,4.0
493,7237,2.25
347,4918,2.5
160,4817,3.75
465,7236,3.5
210,3705,3.25
38,217,2.25
164,7514,2.75
530,2674,1.5
415,6457,2.5
416,5962,4.0
344,1737,4.25
362,2645,3.0
271,7068,2.5
499,2143,3.75
186,708,2.25
52,7503,4.0
424,4236,4.0
260,6699,3.5
418,4335,3.5
436,5948,5.0
319,6368,5.0
80,6071,3.75
502,5111,3.5
138,217,3.75
505,5749,1.0
54,6498,3.25
221,1737,4.25
536,7068,3.75
531,4094,3.0
467,1225,3.25
60,541,4.0
286,4779,3.25
1,1564,1.75
301,3584,3.25
94,1241,4.75
400,3418,0.75
81,3581,4.25
108,1089,3.5
113,5966,4.0
366,5776,4.5
340,7536,3.0
138,4390,4.0
435,1239,3.25
59,5682,4.25
460,5250,2.75
437,6502,1.5
145,5384,3.5
415,3651,2.5
28,7205,2.0
433,2669,2.0
539,1592,3.5
459,6071,2.75
119,2827,4.25
594,4387,3.75
276,7555,4.0
284,6369,4.0
260,2974,3.75
391,3462,3.75
19,2835,3.0
267,754,4.25
153,6711,3.0
352,1227,2.0
171,1757,4.25
137,691,3.75
95,2294,4.5
368,1558,1.0
391,6749,4.25
55,1900,3.5
292,704,4.0
380,19,3.75
83,7514,1.75
75,6200,4.25
223,1121,2.75
389,6893,3.75
432,7204,4.5
94,414,2.0
